age,attrition,dailyrate,distancefromhome,education,environmentsatisfaction,jobinvolvement,joblevel,jobsatisfaction,monthlyincome,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,relationshipsatisfaction,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,engagementscore,overtimestress,incomeperyearworked,promotiongap,department_Research & Development,department_Sales,jobrole_Human Resources,jobrole_Laboratory Technician,jobrole_Manager,jobrole_Manufacturing Director,jobrole_Research Director,jobrole_Research Scientist,jobrole_Sales Executive,jobrole_Sales Representative,businesstravel_Travel_Frequently,businesstravel_Travel_Rarely,maritalstatus_Married,maritalstatus_Single,educationfield_Life Sciences,educationfield_Marketing,educationfield_Medical,educationfield_Other,educationfield_Technical Degree,tenurecategory_10+ yrs,tenurecategory_3-5 yrs,tenurecategory_6-9 yrs,gender_Male
30,1,138,22,3,1,3,1,3,2132,11539,4,1,11,2,0,7,2,3,5,2,0,1,2.4,0,3654.8571428571427,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
50,0,939,24,3,4,3,4,3,13973,4161,3,1,18,4,1,22,2,3,12,11,1,5,3.4,0,7621.636363636364,0.07692307692307693,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
38,0,1391,10,1,3,3,1,3,2684,12127,0,0,17,2,1,3,0,2,2,1,0,2,2.6,0,10736.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
46,0,566,7,2,4,3,3,3,10845,24208,6,0,13,2,1,13,3,3,8,7,0,7,3.0,0,10010.76923076923,0.0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1
24,0,1206,17,1,4,2,2,3,4377,24117,1,0,15,2,2,5,6,3,4,2,3,2,2.8,0,10504.8,0.6,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0
35,1,622,14,4,3,2,1,2,3743,10074,1,1,24,4,1,5,2,1,4,2,0,2,2.4,0,8983.2,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
31,0,853,1,1,3,3,2,1,4148,11275,1,0,12,3,1,4,1,3,4,3,0,3,2.6,0,12444.0,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0
18,0,287,5,2,2,3,1,4,1051,13493,1,0,15,4,0,0,2,3,0,0,0,0,3.2,0,7213.333333333333,0.0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1
54,0,1441,17,3,3,3,3,3,10739,13943,8,0,11,3,1,22,2,3,10,7,0,8,3.0,0,5857.636363636364,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
35,0,583,25,4,3,3,3,3,10388,6975,1,1,11,3,1,16,3,2,16,10,10,1,2.8,0,7791.0,0.5882352941176471,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
30,0,153,8,2,2,4,3,1,11416,17802,0,1,12,3,3,9,4,2,8,7,1,7,2.4,0,15221.333333333334,0.1111111111111111,1,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
20,1,1097,11,3,4,2,1,1,2600,18275,1,1,15,1,0,1,2,3,1,0,0,0,2.2,0,31200.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
30,1,109,5,3,2,3,1,2,2422,25725,0,0,17,1,0,4,3,3,3,2,1,2,2.2,0,7266.0,0.25,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0
26,0,1066,2,2,4,4,2,4,5472,3334,1,0,12,2,0,8,2,3,8,7,1,3,3.4,0,8208.0,0.1111111111111111,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
22,0,217,8,1,2,1,1,1,2451,6881,1,0,15,1,1,4,3,2,4,3,1,1,1.4,0,7353.0,0.2,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
48,0,277,6,3,1,2,2,3,4240,13119,2,0,13,4,0,19,0,3,2,2,2,2,2.6,0,2677.8947368421054,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1
48,0,1355,4,4,3,2,3,3,10999,22245,7,0,14,2,0,27,3,3,15,11,4,8,2.6,0,4888.444444444444,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,1
41,0,549,7,2,4,3,2,3,5003,23371,6,0,14,2,0,8,6,3,2,2,2,1,3.0,0,7504.5,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0
39,0,466,1,1,4,2,4,4,12742,7060,1,0,16,3,1,21,3,3,21,6,11,8,3.2,0,7281.142857142857,0.5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
27,0,1055,2,4,1,3,2,4,4227,4658,0,0,18,2,1,4,2,3,3,2,2,2,2.6,0,12681.0,0.5,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0
35,0,802,10,3,2,3,1,4,3917,9541,1,0,20,1,1,3,4,2,3,2,1,2,2.4,0,15668.0,0.25,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1
42,0,265,5,2,4,3,5,3,18303,7770,6,0,13,2,0,21,3,4,1,0,0,0,3.2,0,10458.857142857143,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1
50,0,804,9,3,1,3,1,4,2380,20165,4,0,18,2,0,8,5,3,1,0,0,0,2.6,0,3570.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
59,0,715,2,3,3,2,4,4,13726,21829,3,1,13,1,0,30,4,3,5,3,4,3,2.6,0,5490.4,0.6666666666666666,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0
37,1,1141,11,2,1,1,2,2,4777,14382,5,0,15,1,0,15,2,1,1,0,0,0,1.2,0,3821.6,0.0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0
55,0,135,18,4,3,3,2,2,6385,12992,3,1,14,4,2,17,3,3,8,7,6,7,3.0,0,4507.058823529412,0.6666666666666666,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,1
41,0,247,7,1,2,1,5,3,19973,20284,1,0,22,2,2,21,3,3,21,16,5,10,2.2,0,11413.142857142857,0.22727272727272727,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
38,0,1035,3,4,2,3,2,4,6861,4981,8,1,12,3,0,19,1,3,1,0,0,0,3.0,0,4333.263157894737,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,1
26,1,265,29,2,2,1,2,1,4969,21813,8,0,18,4,0,7,6,3,2,2,2,2,2.2,0,8518.285714285714,0.6666666666666666,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1
52,1,266,2,1,1,1,5,4,19845,25846,1,0,15,4,1,33,3,3,32,14,6,9,2.6,0,7216.363636363636,0.18181818181818182,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0
44,0,1448,28,3,4,4,4,4,13320,11737,3,1,18,3,1,23,2,3,12,11,11,11,3.6,0,6949.565217391304,0.8461538461538461,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,0
50,0,145,1,3,4,3,2,3,6347,24920,0,0,12,1,1,19,3,3,18,7,0,13,2.8,0,4008.6315789473683,0.0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
36,1,885,16,4,3,4,1,1,2743,8269,1,0,16,3,0,18,1,3,17,13,15,14,2.8,0,1828.6666666666667,0.8333333333333334,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0
39,0,945,22,3,4,3,3,1,10880,5083,1,1,13,3,0,21,2,3,21,6,2,8,2.8,0,6217.142857142857,0.09090909090909091,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
33,0,1038,8,1,2,2,1,4,2342,21437,0,0,19,4,0,3,2,2,2,2,2,2,2.8,0,9368.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0
45,0,1234,11,2,4,3,4,4,17650,5404,3,0,13,2,1,26,4,4,9,3,1,1,3.4,0,8146.153846153846,0.1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0
32,0,1109,29,4,4,3,1,3,4025,11135,9,0,12,2,0,10,2,3,8,7,7,7,3.0,0,4830.0,0.7777777777777778,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
34,0,216,1,4,2,4,2,4,9725,12278,0,0,11,4,1,16,2,2,15,1,0,9,3.2,0,7293.75,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1
59,0,1089,1,2,2,3,3,4,11904,11038,3,1,14,3,1,14,1,1,6,4,0,4,2.6,0,10203.42857142857,0.0,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
45,0,788,24,4,2,3,1,2,2177,8318,1,0,16,1,0,6,3,3,6,3,0,4,2.2,0,4354.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,1
53,0,124,2,3,3,2,3,2,7525,23537,2,0,12,1,1,30,2,3,15,7,6,12,2.2,0,3010.0,0.375,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0
36,1,660,15,3,1,3,2,3,4834,7858,7,0,14,2,1,9,3,2,1,0,0,0,2.2,0,6445.333333333333,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1
26,1,342,2,3,1,3,1,1,2042,15346,6,1,14,2,1,6,2,3,3,2,1,2,2.0,0,4084.0,0.25,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
34,0,1333,10,4,3,3,1,3,2220,18410,1,1,19,4,1,1,2,3,1,1,0,0,3.2,0,26640.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0
28,0,1144,10,1,4,3,1,2,1052,23384,1,0,22,2,0,1,5,3,1,0,0,0,2.8,0,12624.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,1
38,0,1186,3,4,3,3,1,3,2821,2997,3,0,16,1,1,8,2,3,2,2,2,2,2.6,0,4231.5,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1
50,0,1464,2,4,2,3,5,3,19237,12853,2,1,11,4,1,29,2,2,8,1,7,7,2.8,0,7960.137931034483,0.7777777777777778,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1
37,0,124,3,3,4,3,2,2,4107,13848,3,0,15,1,0,8,3,2,4,3,0,1,2.4,0,6160.5,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0
40,0,300,26,3,3,3,2,1,8396,22217,1,0,14,2,1,8,3,2,7,7,7,5,2.2,0,12594.0,0.875,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1
26,0,921,1,1,1,2,1,3,2007,25265,1,0,13,3,2,5,5,3,5,3,1,3,2.4,0,4816.8,0.16666666666666666,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
46,0,430,1,4,4,3,5,4,19627,21445,9,0,17,4,2,23,0,3,2,2,2,2,3.6,0,10240.173913043478,0.6666666666666666,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
54,0,1082,2,4,3,2,3,3,10686,8392,6,0,11,2,1,13,4,3,9,4,7,0,2.6,0,9864.0,0.7,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
56,0,1240,9,3,1,3,1,3,2942,12154,2,0,19,2,1,18,4,3,5,4,0,3,2.4,0,1961.3333333333333,0.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0
36,0,796,12,5,4,2,3,4,8858,15669,0,0,11,2,0,15,2,2,14,8,7,8,2.8,0,7086.4,0.4666666666666667,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
55,0,444,2,1,3,2,4,1,16756,17323,7,0,15,2,0,31,3,4,9,7,6,2,2.4,0,6486.193548387097,0.6,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1
43,0,415,25,3,3,2,3,4,10798,5268,5,0,13,3,1,18,5,3,1,0,0,0,3.0,0,7198.666666666667,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1
20,1,769,9,3,4,3,1,4,2323,17205,1,1,14,2,0,2,3,3,2,2,0,2,3.2,0,13938.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0
21,1,1334,10,3,3,2,1,1,1416,17258,1,0,13,1,0,1,6,2,1,0,1,0,1.8,0,16992.0,0.5,1,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
46,0,1003,8,4,4,2,2,1,4615,21029,8,1,23,1,3,19,2,3,16,13,1,7,2.2,0,2914.7368421052633,0.058823529411764705,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0
51,1,1323,4,4,1,3,1,3,2461,10332,9,1,12,3,3,18,2,4,10,0,2,7,2.8,0,1640.6666666666667,0.18181818181818182,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1
28,1,1366,24,2,2,2,3,1,8722,12355,1,0,12,1,0,10,2,2,10,7,1,9,1.6,0,10466.4,0.09090909090909091,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1
26,0,192,1,2,1,2,1,1,3955,11141,1,0,16,1,2,6,2,3,5,3,1,3,1.6,0,7910.0,0.16666666666666666,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1
30,0,1176,20,3,3,3,2,1,9957,9096,0,0,15,3,1,7,1,2,6,2,0,2,2.4,0,17069.14285714286,0.0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1
41,0,509,7,2,2,4,1,3,3376,18863,1,0,13,3,0,10,3,3,10,6,0,8,3.0,0,4051.2,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
38,0,330,17,1,3,2,3,3,8823,24608,0,0,18,1,1,20,4,2,19,9,1,9,2.2,0,5293.8,0.05,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0
40,0,1492,20,4,1,3,3,4,10322,26542,4,0,20,4,1,14,6,3,11,10,11,1,3.0,0,8847.42857142857,0.9166666666666666,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1
27,0,1277,8,5,1,1,1,3,4621,5869,1,0,19,4,3,3,4,3,3,2,1,2,2.4,0,18484.0,0.25,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1
55,0,1091,2,1,4,3,3,2,10976,15813,3,0,18,2,1,23,4,3,3,2,1,2,2.8,0,5726.608695652174,0.25,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
28,0,857,10,3,3,3,2,3,3660,7909,3,0,13,4,0,10,4,4,8,7,1,7,3.4,0,4392.0,0.1111111111111111,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0
44,1,1376,1,2,2,2,3,1,10482,2326,9,0,14,4,1,24,1,3,20,6,3,6,2.4,0,5241.0,0.14285714285714285,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
33,0,654,5,3,4,2,3,4,7119,21214,4,0,15,3,1,9,2,3,3,2,1,2,3.2,0,9492.0,0.25,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
35,1,1204,4,3,4,3,3,1,9582,10333,0,1,22,1,0,9,2,3,8,7,4,7,2.4,0,12776.0,0.4444444444444444,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,1
33,1,827,29,4,1,2,2,3,4508,3129,1,0,22,2,0,14,4,3,13,7,3,8,2.2,0,3864.0,0.21428571428571427,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
28,0,895,15,2,1,3,1,3,2207,22482,1,0,16,4,1,4,5,2,4,2,2,2,2.6,0,6621.0,0.4,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1
34,0,618,3,1,1,3,2,4,7756,22266,0,0,17,3,0,7,1,2,6,2,0,4,2.6,0,13296.0,0.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,1
37,0,309,10,4,4,2,2,4,6694,24223,2,1,14,3,3,8,5,3,1,0,0,0,3.2,0,10041.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
25,1,1219,4,1,4,3,1,4,3691,4605,1,1,15,2,1,7,3,4,7,7,5,6,3.4,0,6327.428571428572,0.625,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1
26,1,1330,21,3,1,3,1,3,2377,19373,1,0,20,3,1,1,0,2,1,1,0,0,2.4,0,28524.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1
33,1,1017,25,3,1,2,1,2,2313,2993,4,1,20,2,0,5,0,3,2,2,2,2,2.0,0,5551.2,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
42,0,469,2,2,4,3,4,1,17665,14399,0,0,17,4,1,23,3,3,22,6,13,7,3.0,0,9216.521739130434,0.5652173913043478,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
28,1,1009,1,3,1,2,1,2,2596,7160,1,0,15,1,2,1,2,3,1,0,0,0,1.8,0,31152.0,0.0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
50,1,959,1,4,4,3,2,3,4728,17251,3,1,14,4,0,5,4,3,0,0,0,0,3.4,0,11347.2,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
33,0,970,7,3,4,3,2,2,4302,13401,0,0,17,3,1,4,3,3,3,2,0,2,3.0,0,12906.0,0.0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0
34,0,697,3,4,3,2,1,4,2979,22478,3,0,17,4,3,6,2,3,0,0,0,0,3.2,0,5958.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1
48,0,1262,1,4,1,4,4,4,16885,16154,2,0,22,3,0,27,3,2,5,4,2,1,2.8,0,7504.444444444444,0.3333333333333333,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1
45,0,1050,9,4,2,2,2,3,5593,17970,1,0,13,4,1,15,2,3,15,10,4,12,2.8,0,4474.4,0.25,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0
52,0,994,7,4,2,3,3,2,10445,15322,7,0,19,4,0,18,4,3,8,6,4,0,2.8,0,6963.333333333333,0.4444444444444444,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1
38,0,770,10,4,3,2,3,3,8740,5569,0,1,14,2,2,9,2,3,8,7,2,7,2.6,0,11653.333333333334,0.2222222222222222,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,1
29,0,1107,28,4,3,3,1,4,2514,26968,4,0,22,1,1,11,1,3,7,5,1,7,2.8,0,2742.5454545454545,0.125,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
28,0,950,3,3,4,3,3,2,7655,8039,0,0,17,2,3,10,3,2,9,7,1,7,2.6,0,9186.0,0.1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
46,0,406,3,1,1,3,4,3,17465,15596,3,0,12,4,1,23,3,3,12,9,4,9,2.8,0,9112.173913043478,0.3076923076923077,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1
38,0,130,2,2,4,3,3,2,7351,20619,7,0,16,3,0,10,2,3,1,0,0,0,3.0,0,8821.2,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1
43,0,1082,27,3,3,3,3,1,10820,11535,8,0,11,3,1,18,1,3,8,7,0,1,2.6,0,7213.333333333333,0.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
39,1,203,2,3,1,3,4,4,12169,13547,7,0,11,4,3,21,4,3,18,7,11,5,3.0,0,6953.714285714285,0.5789473684210527,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1
40,0,1308,14,3,3,2,5,3,19626,17544,1,0,14,1,0,21,2,4,20,7,4,9,2.6,0,11214.857142857143,0.19047619047619047,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1
21,0,984,1,1,4,2,1,2,2070,25326,1,1,11,3,0,2,6,4,2,2,2,2,3.0,0,12420.0,0.6666666666666666,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0
39,0,439,9,3,3,3,2,2,6782,8770,9,0,15,3,0,9,2,2,5,4,0,3,2.6,0,9042.666666666666,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1
36,0,217,18,4,1,3,2,4,7779,23238,2,0,20,1,0,18,0,3,11,9,0,9,2.4,0,5186.0,0.0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1
31,0,793,20,3,3,4,1,4,2791,21981,0,0,12,1,1,3,4,3,2,2,2,2,3.0,0,11164.0,0.6666666666666666,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
28,0,1451,2,1,1,2,1,2,3201,19911,0,0,17,1,0,6,2,1,5,3,0,4,1.4,0,6402.0,0.0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
35,0,1182,11,2,4,3,2,4,4968,18500,1,0,11,4,1,5,3,3,5,2,0,2,3.6,0,11923.2,0.0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1
49,0,174,8,4,4,2,4,2,13120,11879,6,0,17,2,1,22,3,3,9,8,2,3,2.6,0,7156.363636363636,0.2,0,1,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,1
34,0,1003,2,2,4,3,2,3,4033,15834,2,0,11,4,0,5,3,2,3,2,0,2,3.2,0,9679.2,0.0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,1
29,0,490,10,3,4,3,1,2,3291,17940,0,0,14,4,2,8,2,2,7,5,1,1,3.0,0,4936.5,0.125,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
42,0,188,29,3,2,1,2,4,4272,9558,4,0,19,1,0,16,3,3,1,0,0,0,2.2,0,3204.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1
29,0,718,8,1,2,2,2,4,5056,17689,1,1,15,3,1,10,2,2,10,7,1,2,2.6,0,6067.2,0.09090909090909091,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1
38,0,433,1,3,3,4,1,3,2844,6004,1,0,13,4,1,7,2,4,7,6,5,0,3.6,0,4875.428571428572,0.625,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1
28,0,773,6,3,3,2,1,3,2703,22088,1,1,14,4,1,3,2,3,3,1,0,2,3.0,0,10812.0,0.0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1
18,1,247,8,1,3,3,1,3,1904,13556,1,0,12,4,0,0,0,3,0,0,0,0,3.2,0,7213.333333333333,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1
33,1,603,9,4,1,3,2,1,8224,18385,0,1,17,1,0,6,3,3,5,2,0,3,1.8,0,16448.0,0.0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0
41,0,167,12,4,2,3,1,4,4766,9051,3,1,11,1,1,6,4,3,1,0,0,0,2.6,0,9532.0,0.0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1
31,1,874,15,3,3,3,1,3,2610,6233,1,0,12,3,1,2,5,2,2,2,2,2,2.8,0,15660.0,0.6666666666666666,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1
37,0,367,25,2,3,2,2,4,5731,17171,7,0,13,3,2,9,2,3,6,2,1,3,3.0,0,7641.333333333333,0.14285714285714285,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0
27,0,199,6,3,4,2,1,3,2539,7950,1,0,13,3,1,4,0,3,4,2,2,2,3.0,0,7617.0,0.4,1,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1
34,0,1400,9,1,2,3,2,3,5714,5829,1,0,20,1,0,6,3,2,6,5,1,3,2.2,0,11428.0,0.14285714285714285,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,1,0
35,0,528,8,4,3,3,1,3,4323,7108,1,0,17,2,0,6,2,1,5,4,1,4,2.4,0,8646.0,0.16666666666666666,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1
29,1,408,23,1,4,2,3,1,7336,11162,1,0,13,1,1,11,3,1,11,8,3,10,1.8,0,8002.909090909091,0.25,0,1,0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0
40,0,593,9,4,2,3,3,3,13499,13782,9,0,17,3,0,20,3,2,18,7,2,13,2.6,0,8099.4,0.10526315789473684,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0
42,1,481,12,3,3,3,4,1,13758,2447,0,1,12,2,0,22,2,2,21,9,13,14,2.2,0,7504.363636363636,0.5909090909090909,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,1
42,0,647,4,4,2,3,2,1,5155,2253,7,0,13,4,0,9,3,4,6,4,1,5,2.8,0,6873.333333333333,0.14285714285714285,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,1
